Date,Open,High,Low,Close,Volume
2024-06-11,68.59006288907094,70.32916193128933,68.18262077032367,69.96147155761719,6407400
2024-06-12,71.25337459669403,72.94278977301383,70.96518769115951,72.90303802490234,10296500
2024-06-13,74.12536377618471,75.22845002197796,71.20368264412974,72.41608428955078,17515600
2024-06-14,71.74031666938404,73.02228191462478,71.20367952612958,72.81358337402344,6029800
2024-06-17,72.9626514165074,72.98253107865408,70.32915724042476,71.37261962890625,9859200
2024-06-18,72.09806614288256,73.6682180610761,71.56142906380302,72.68438720703125,8747400
2024-06-20,72.67445231100592,74.83094060348544,72.43594945362415,72.78376770019531,14490000
2024-06-21,72.49557910311327,72.55521050865656,70.48816536011691,71.44218444824219,14397100
2024-06-24,70.8260289035471,71.11422329379045,67.10932889968487,67.34783172607422,13810100
2024-06-25,67.70559804173752,68.21242324396978,66.38388871477983,67.83479309082031,13940100
2024-06-26,67.65590766529368,68.04347761220782,66.86088811262101,67.84471893310547,6637300
2024-06-27,67.27827441811345,68.70930667487634,67.22859043145128,68.30186462402344,6039000
2024-06-28,68.87825560297516,71.84963592135347,68.8186317778137,69.46458435058594,22414300
2024-07-01,69.61364480924898,70.6074155697986,68.40124326827936,70.55772399902344,7210400
2024-07-02,70.34903218980976,71.28317911951383,69.42482509051315,71.15398406982422,8308600
2024-07-03,70.53785021089755,72.684391059108,70.53785021089755,71.750244140625,6101800
2024-07-05,72.05831842524972,72.49557239484459,71.12417150416559,71.63099670410156,5403200
2024-07-08,71.60118218713646,75.0793796477938,71.54155078928301,74.44336700439453,12762300
2024-07-09,74.74148864274032,75.95389003206752,72.81357118221226,73.38002014160156,9080200
2024-07-10,73.69805786852274,75.36758579900315,72.74403107700435,74.41356658935547,8445200
2024-07-11,74.7812453194912,74.84086913540841,71.15398074110891,71.7303695678711,11489800
2024-07-12,72.51611711202773,74.385957931553,71.16346372320427,73.19243621826172,10190800
2024-07-15,73.48086341602044,73.85881533710113,72.53599878967273,73.20237731933594,7870800
2024-07-16,73.60022698458367,75.2810994615026,72.0188203444025,75.19158172607422,6787300
2024-07-17,72.10832162193762,72.32713429476078,67.54312255743923,67.5630111694336,18019200
2024-07-18,69.36324019689654,69.55221618463608,65.64344699203762,67.84150695800781,12542600
2024-07-19,67.72214660454898,68.14982387394708,65.6732779869652,66.15068817138672,9367800
2024-07-22,67.7619258455838,68.78636765829387,65.98159538629547,68.63717651367188,10653300
2024-07-23,67.66245977156188,69.53230773622703,67.66245977156188,68.02051544189453,5956600
2024-07-24,66.68777570017545,67.48344927004162,63.90289923519912,64.00235748291016,10741400
2024-07-25,63.50505171017724,66.25014305818338,61.78439841317161,63.6442985534668,13634700
2024-07-26,65.55393570124498,65.94182818329676,64.32062913393251,65.36495971679688,8626600
2024-07-29,65.54398731759142,66.38939381103265,63.743760392866825,64.13166046142578,8623400
2024-07-30,64.52948475820553,65.11630124442543,61.95348080806792,62.460723876953125,10623700
2024-07-31,66.16063481935788,67.02593753903942,64.56928003733853,66.61815643310547,14508100
2024-08-01,65.1958757125841,66.53858095489326,61.80429425439868,62.71932601928711,14189300
2024-08-02,60.23282909633239,60.49142279037331,57.66676559180482,58.92990493774414,20178800
2024-08-05,53.14134526647285,58.502225238686485,52.90264019465757,57.358436584472656,14025800
2024-08-06,58.64147187965939,59.60623273770489,56.57271090476153,57.90547180175781,11107100
2024-08-07,60.023963687163125,61.18764485295778,55.72730235548343,55.846656799316406,11349500
2024-08-08,57.98503642793162,60.89920755405177,56.99043887755856,60.829586029052734,13045500
2024-08-09,60.312392060336954,61.02850347762007,59.40730848308786,60.232826232910156,7720100
2024-08-12,60.61077510187718,61.28710175916321,59.63606992969171,60.18309783935547,8332500
2024-08-13,61.66505137125406,64.23111500754304,60.41186006117279,63.7039794921875,11852500
2024-08-14,64.00235338662752,64.69857625240085,62.55024181608644,63.44538116455078,7701300
2024-08-15,66.40929169878258,69.42292940374813,65.59372180714999,68.9554672241211,17091400
2024-08-16,67.75198168905445,69.96992977489003,67.65251587253958,68.94549560546875,11575800
2024-08-19,68.54766228572632,70.7755662924442,67.20495709203993,70.65621185302734,9607200
2024-08-20,69.62182782740445,70.62637346788942,68.4879872384123,69.03501892089844,10304300
2024-08-21,69.92021500711135,71.11372910364983,69.1145857831792,70.95458984375,9332700
2024-08-22,71.1137234754657,71.39220957007251,68.02052454661157,68.28907012939453,9705600
2024-08-23,70.07935454360761,72.18790444485056,69.63178860422121,71.45189666748047,12982800
2024-08-26,70.58659818818107,71.46184141018058,68.20951035268166,68.44821166992188,10382000
2024-08-27,67.96085497266291,69.81080709240247,66.67782317425146,69.3333969116211,6699300
2024-08-28,68.72669723767176,69.59199993927281,67.26463745380492,68.07026672363281,8661000
2024-08-29,68.7664769808335,71.37232540653552,68.45815415518501,69.46269226074219,16527000
2024-08-30,77.87700138080137,78.5732167215438,72.31719640363951,75.828125,32029800
2024-09-03,74.1770940454233,74.59482323437312,69.1643210134921,69.6417236328125,22273200
2024-09-04,68.7068061707463,71.77016869539358,68.18961115324599,70.48713684082031,11815400
2024-09-05,69.34334089562776,71.6010739463458,68.985285178342,69.51242065429688,8823800
